userName,score,content
J Jwaluyo,4,Untuk pengiriman paket BL lbih baik dan lebih jelas waktunya 👍
Ebo Gea,1,"Saya kan gamau jadi super seller, kok bisa pula auto berubah, terus tiba tiba akun toko bukalapak di beku kan... Hadehh Pajak nya gede, ga cocok buka toko di bukalapak .."
Bagus Suryantara,4,"awalnya mengecewakan, karna saldo dana gk bisa cair.. tp skrng udh ada system yg membantu untuk konfirmasi pembayaran melalui konfirmasi melalui pin bukalapak dan tidak melalui no.hp lg.. cos no.hp saya yg lama sudah hangus.. siip lah,ada kemajuan buat mikirin kenyamanan pembeli dan pelapak, gk cuman mikirin keuntungan semata."
Ahmad Dial,1,"Mff saya uninstal aja aplikasi ini, soal gak da keuntung dawnload aplikasi ini,buka pijama aja gak bisa, buka psyster aja gak bisa.. , sulit semua, bguss saya hapuss aja, samua transaksi saya selama ini tidak di perhatikan .."
Dhika Wiratanu,1,"ga bisa di update BL eror kaah? tetep ga bisa di update jaringan bagus, memory banyak yg kosong ID Dhika Wiratanu"
fla deo,1,jgn suka kasih promo yg gak bisa di pake..!!! diskon dan free ongkir hanya untuk paylater dan (bukamall dan super seller kebanyakan harga lebih mahal) pelanggan di iming2 potongan supaya utang !!! token listrik di bukalapak sekarang lebih mahal dari warung sebelah rumah hahaha pindah ke aplikasi sebelah dpt gratis ongkir dan token lebih Murah daripada sebelah rumah haaaaa
J,1,"Kak bedanya administrasi sama biaya layanan itu apa ya, saya dulu sudah kena biaya administrasi sekarang kena biaya layanan padahal transaksi paylater saya sudah lunas semua"
setu supriyanto,2,"Kak, semua transaksi paylaterr saya kan sudah lunas. Tapi kok keluar tagihan biaya layanan ya?"
Mustam 88,5,Kok makin kesini makin susah saja jualan dibukalapak. Saya sebagai penjual merasa dirugikan karena beberapa faktor: 1. Sekarang aplikasi sering buffer 2. Biaya super seller nggk ngotak. 3. Cs sering menggantung komplain 4. Mungkin lainnya mau nambahin
Lastro Rambit,1,Buka lapak benar2 menjengkelkan selarang. Paketan di buat buka apk yang lain lancar buka you tube lncar tapi buka lapak lemot. Dan selalu minta update
Ravi 1976,1,"Aplikasi yang terberat, malas buka aplikasi ini, bukannya paket data saya menipis... Emang buka aplikasi ini harus nunggu lama baru terbuka/terlihat produk produk nya.. Dari dulu emang saya malas buka aplikasi Bukalapak ini. Saya pakai aplikasi yang lain, tokcer, Klik langsung terbuka semuanya.... Ini aplikasi di klik - produk blank. Tutup, buka lagi, tutup lagi, buka lagi... Masih aja begitu... Ribet deh.. belum terbuka bikin fell saya berubah.. Tolong team, perbaiki biar aplikasi ini ringan."
Enjen Zh47,5,Terimakasih tlah membantu dan mempermudah
Pengguna Google,5,"Buka Lapak aplikasi jual beli online yg terpercaya..... Setelah kesekian kalinya saya berbelanja dg menggunakan aplikasi Buka Lapak, blom pernah mengalami kendala apapun. Buka Lapak aplikasi Online yg Professional.... Good... Good... Good...999x. Pertahankan...! Buatlah Customers tambah puas."
febrian man,1,"Akun di bekukan secara permanent....tidak ada keringanan buat penjual tiba"" blok permanent ngga kaya marketplace sebelah...masih bisa di balikin lagi & biaya seller lebih murah 🤪🤪🤪🤪"
frida aprilia,5,sangat membantu dan mempermudah untuk belajar online
Rifky Nabil,1,"Komplain susah, beli barang dengan kurir ambil sendiri ternyata di bilang order fiktif. Konfir barang di terima dan selesai g bisa. Buat apa ada layanan kurir ambil sendiri, kita juga kena ongkir walaupun ambil sendiri, ambil sendiri karna lokasi pelapak dekat dan menghemat waktu lebih cepat. Komplain buka bantuan suruh bukti transaksi dan barangnya, uda jelas disitu bayar via indomaret dan barang sudah di fotokan, ribet ngejlimet bukalapak uda 2 hari belum beres juga"
Ucu Nurodin,4,Habis update ko malah ga tau cara lacak pengirimannya ya
D Suyandi,3,"History pengiriman jng lambat dong, nasa barang da sampai History masih itu itu aja"
dede godel,4,Tolong dong. Pembatalan otomatis setelah di proses pelapak. Di percepat. Jangan sampai hampir seminggu baru lanjut ke pengiriman oleh lapak. Jadi tidak menunggu lama untuk barang yg mungkin sangat di butuhkan. Biar kalo memang tidak ada barangnya. Pembeli bisa mencari ke lapak lain. Atau bikin menu pembatalan setelah proses. Supaya kalo lapak lama dari proses ke pengiriman. Kita bisa mengajukan pembatalan. Terima kasih
Noval Ahyadi,5,🙏 Untuk Bukalapak atas paylater yg sdh di Acc kn nya buat kami belanja stiap bulan nya smoga sukses slalu dn mnjdi yg terdepan 🙏🙏🙏
Fajar Putra,5,"Semoga barang2nya semakin lengkap, dan proses pembayarannya dipermudah"
Kamar Rekam,4,"Buka Lapak is the best proses mudah, cepat, tanggap dalam memproses kesalahan data .. Tidak ribett&idak mempersulit... Tingkat kan lagi dan lebih inovatif terutama perlindungan dan keamanan data pribadi"
hariman sulegar,5,aplikasi bermanfaat. sangat membantu di jaman now. mudah dan cepat
iwan suseno,5,Cukup bagus tingkatkan keamanannya
Pengguna Google,2,Tolong min dipermudah atur stok variasinya.ga harus pakai pc
Rava Teknik,5,"Saya sangat suka,selain murah belanja di buka lapak gak ribet"
Liman,1,"Gk ngerti padahal udah login buat akun. Pas dibagian menambahkan email malah perlu password Bukalapak, mana saya tau passwordnya, saya kan pengguna baru. Diubah tuh passwordnya, tiap kali udah selesai diubah malah keluar sendiri. Otomatis harus login ulang kan tuh, ribett..udah berapa kali saya ngulang login!!!! Perbaiki!"
Angga Supriyadi,5,sangat membantu untuk pembelian barang yang susah di cari
Yuni Razman,5,"Sangat membantu saya utk perbelanjaan, brg lengakap dan pelayanan cukup baik"
mas aby,1,"Maaf saya pedagang digital di buklpk...tp smnjak ada peraturan baru ..tidak bisa jualan lagi di buklpak...saya sangat kecewa dengan ketentuan skrng....saya rasa akan bnyak orang yang mninggalkn bukalpk klau bgini...di aplikasi lain aman"" saja jualan produk digital"
Nur Tisya,5,Senang karena aku dapet bukapaylater .. ngabantu bgt buat usaha pulsa. Thanks kak
OVAY NIKE,5,"mudah,cepqt,aman,gak Lemot"
budiandri38 official,5,Sejauh ini buka lapak blom ada kendala bagiku....harapan saya...kedepan nya..lebih ditingkat kan lagi...biar konsumen semakin bertahan..semoga buka lapak makin sukses.
Muhammad irfan,1,Saya jualan produk digital tiba² sekarang udah ga bisa jualan lagi di sembunyikan padahal itu penghasilan saya saya kecewa
Feri Djagang,5,"Mudah Pemakaian, banyak promo"
Mas Paijo,2,Mantab....aplikasi belanja favorit sejak 2017. Sayang sudah tidak bisa lagi bayar transaksi tagihan pakai Link Aja
Gunawan Pratama,1,"pengiriman paket jadi lama, tidak seperti dulu. pesan di atas jam 3 besok lngsung datang."
Kak Harry Mau,5,Mudah dan simpel Dalam berbelanja
syahri Nuryadi,1,"Parah, komplain 5x24 jam tanggapan nya sama, itu melulu kaga ada jalan keluar. Ngegantung di pelapak yang molor kaga tau kemana"
Faisal Yusuf,5,"Hallo Bukalapak, untuk penarikan saldo saya akui bagus sekarang sudah menggunakan PIN, tetapi sepertinya masih kendala error karena PIN yang saya masukan salah, saya inget betul PIN saya sudah di ketik berapa kali, dan tidak ada kesalahan pengetikan tetap tidak masuk, dan sudah di reset dengan menggunakan PIN baru tapi tetap tidak masuk ""salah PIN"""
Fachmi Betta Botto,5,Membantu sekali... System pembayarannya...
Andi Nur Hamzah,1,"Payah bukalapak info saat komplain sangat tidak membantu dan menyusahkan sering banget bekuin buka dompet tanpa kejelasan, ribet ngurus ini itu ke CS seperti jawaban robot semua sangat tidak membantu"
muhammad yahya yahya,5,"Sangat berkualitas dari segala hal, terima kasih bukalapak"
Denmas Warsito,5,"Versi ini dah perfect dan cepat dan ada dua faktor keamanan akun.Tolong berikan pilihan untuk tidak update ,sy mau ini aja.fokus dan sudah hafal ini aplikasi.silahkan update terus tp jangan paksa kami untuk menambah beban HP dng update."
Muhamad Danil,1,"Bagus si cuman kalo ada orang kena tipu udah gabisa refund saldo nya, walaupun nominal kecil seharusnya ada pihak ketiga biar aman"
Bejo Raharjo,3,Tolong dong agar lis transaksi yang lama bisa di hapus.sudah nggak enak di pandang mata setiap kali buka apk
Haris jj,3,"Bukalapak mana nih gratis ongkir nya, gratis ongkir tnp min belanja kayak tetangga sebelah..."
Nomor Nomor Cantik,1,Lapak saya dinonaktifkan permanen...katanya suruh bikin akun baru... merintis usaha dr beberapa tahun hilang...tp gpp lah toh sebulan sekali ada transaksi jg g haha.. masih larisan Tokopedia shopee dan lazada
Yuda pratama,3,aplikasi nya eror apa kenapa ya untuk produk digital hilang mohon diperbaiki dong minn🙏 susah mau pembelian!untuk produkdigitalnya!
Jehanne Ramadhana Yora,5,Mudah simple dan bagus
bendot kurniawan,4,"Saya order pake grab same day, barangnya dikembalikan lg ke pelapak oleh drivernya tp status nya msh dikirim, jd nya seller tidak bisa melakukan jadwal pickup ulang"
Aidy Syafrika,5,Isi Aplikasi susah sekali dibuka aneh sekali! loadingnya lambat benar
Narco,1,Belum ada sehari promo top up 1 Rupiah dah sold out aja
gofur arneta,1,"Parah, barang di kirim dr tgl 23 mandeg ga jln2, komplain udh puluhan kali respon'y ttep sama, japer'y JNT, buat para pengguna BL, jgn pke expedisi JNT, lemoooott !!!!!"
Saindy Virgunawan,5,Good aplikasi. Membantu pengusaha dalam menjual barang dagangannya.
Berlian Asep,1,"Lapak jualan saya di bekukan, dalih nya suruh verify KTP, udah verify malah di tolak, udah tau KTP nya agak ga jelas, ga ada solusi banget nih BL. Mana saya mah pelapak kecil... Hadeuuhhh kesseelllll..... Bintang satu aja lah, kalo udah bisa jualan baru bintang lima lagi..."
Sapta Priayoja,5,"Versi yg baru agak berbelit. Misal untuk pencarian tulis catatan pelapak, ingin lihat tracking pengiriman barang dan kolom terima barang. Jadi tidak simple seperti versi sebelumnya"
Adi Riyadi,5,Sangat berfungsi dan bermanfaat
Kak Awan,1,"26 maret 2022 saya mau verifikasi email. Tapi dalam memasukkan saya salah ketik, dan mau saya perbaruhi tidak bisa, begitu sulitnya saya harus ganti email. Harus panjang lebar dan sulit dimengerti Kecewa Mending kita belanja di akun sebelah."
Cahya,5,"Mantap barang selalu seui pesanan,pokonya,pulsa,kouta lebih murah,dan bisa bayar apa aja lewat aplikasi Bukalapak. mantaaaap....#warungnaikkelas"
Syam M P,2,"Konyol biaya layanan 20rb, belanja cuma 30rb, biaya layanan tuh pake hitungan ""persen %"" dong biar masuk akal, di tambah ga ada pemberitahuan lagi tuh biaya layanan.. Beda bgt sama ecommerce sebelah si oren sama si biru... Dah lah cukup 1x transaksi ini aja ga akan lagi ... Txs"
GUSTIANSYA PRATAMA,1,"Akun saya kena bajak dan dari siang tadi siang setelah di bajak akun saya tidak bisa menerima kode otp atau tidak bisa dibuka. Saya sudah buat laporan ke customer center tapi disuruh nunggu 3x24 jam, bagaimana saya bisa untuk melakukan transaksi. Mohon agar dipercepat lagi untuk akun saya yang kena bajak."
Rifatul Inaayah,1,Kecewa banget sama bukalapak. Perihal ngurus ganti nomor aja ribet dan sulitnya minta ampun. Sampe bikin kepala pusing. Padahal mau mencairkan saldo yg ada di akun bukalapak. Tapi karna no telfon yg terverifikasinya udh ga aktif jdi gak bisa. Ngurusnya kenapa harus seribet itu sih. Akhirnya gak bisa cair tuh saldo padahal lagi butuh. Di belanjain jga gak bisa. Gak guna banget aplikasinya. Bikin orng emosiiiiiiii
Faisal Rifai,5,Kenapa paylater saya ga bisa dibuat belanja padahal saldo ada masih banyak beli ini tolak beli itu tolak percuma aja ada paylater gimn solusinya admin
Yasmin,5,"Respon cepat dan komplin juga ditanggapi dengan baik serta perhatian. Semoga selalu sukses, Aamiin."
Alfendrial Alfendrial,5,"Sangat membantu, gak ribet, mudah dipahami, banyak discond"
Hafiza Khaira lubna,1,"Paylater yg super duper mehong , bunga nya lebih mahal dari paylater yg lain . Cukup skali pke paylaternya klau ga ke pepet ga mau mau lagi"
ahmad sololevel,1,"sudah menunggu seminggu kenapa checkout dengan linkAja belum bisa juga? sangat merasa kecewa, tolong disegerakan! terima kasih."
nanas's journeys,1,Ga bisa liat invoice /detail pembayaran transaksi seperti di tokopedia
Micky Alfian,5,"Smoga bukalapak payleter bisa di gunakan kmbali,, sangat baik krna respon cs cepat dan payleter membantu disaat kepepet,,trimkasih"
arifin juniarka,4,Bonus beruntun sering eror mulu klo roda rezeki aman2 aja..
Hengki Yusri,5,"Aplikasi yg bagus, admin langsung respon menanggapi masalah"
Muchammad Yusuf,1,"tolong dong kalo mau return bisa difasilitasi biaya ongkirnya, liat noh marketplace sebelah, ijo sama oren, masa kalo mau return pembelinya mesti bayar ongkir sendiri"
A Dedi Sajalah.,5,Top proses pembayaran tagihan cepat.
adetia komala,1,Kecewa sama CS nya lama respon udah di chat dari kemarin masih gk ada respon juga. Jangan bikin pelanggan kecewa dong
Hendrik Timisela,5,"Belanja di bukalapak barangnya bagus, harga murah dan pengiriman cepat"
Hermanto,5,Belanja di buka lapak mantap banget.harga murah kualitas istimewa
Muchamad Musyafa,2,"Sekedar saran kalo mau bekukan pelapak jangan asal bekukan tapi yang salah dimana di kasih arahan, contoh jual barang vocer tsel atur y indosat itu yg di bekukan tp si pelapak bisa benerin aturan jualannya, klo asal bekukan pelapak mah gak bisa jualan barang produk fisik lagi yg ada pindah ke shope, pedia,lazada dll"
MATERIAL Inc 3R,4,"Ko lemot amat ya pembaruan sekarang,loadingnya lama,padahal sudah saya hapus chache,memori masih 100gb.ram masih besar"
Lani RannyTa,5,"Bukalapak memang sangat membantu, apa lagi ada banyak promo menarik yang sayang di lewatkan...🤩"
Bongsu Pasaribu Pasaribu,5,Barang yg dijual sangat lengkap dan berpariasi..
Zack,3,"Tolong diperbaiki aturan login, jika login cukup pake password aja ga perlu kode rahasia yg dikirimkan ke no tlp. Krn jika nomor sdh tdk aktif akan susah... atau lebih baik dikirimkan ke email, baik untuk login & lupa pasword..."
Muh Jani,5,Sangat membantu dan proses cepat
yudi hata,2,"Masih ribet dengan salin2 kode promo, sebut saja tokopedia ketika cekout barang langsung muncul promo yg terhubung tanpa harus ketik kode promo. Ayok jadi lebih baik lagi yah"
Zuliz Dody,1,"Tidak bisa menghubungkan bukalapak dengan dana,,,sudah coba selalu gagaal dan gagal lagi,,,pdhal di akun dana sudah terhubung tp di aplikasi bukalapaknya masih belum terhubung"
Alif Ardy,4,Saya pengguna baru seru belanja di sni byk caskback plus gratis ongkir 2x belanja udh dapet limit payleter walaupun kecil mudah2an bisa naik limit y makasih bukalapak sukses selalu semoga kekecewaan sya SM toko sebelah ga terjadi di sni.
Zulfan Hamidy,4,"Makasih bukalapak, banyak pahalanya memudahkan penjual dan pembeli jadi wasilah rizki dll. Tapi yg terakhir ini baru buka langsung perempuan kebuka aurat ampe keliat ketek pula."
Panji Akbar,1,"kacau bukapalak haha sy sbg pelapak dpt buyer bego malah dibelain dikomplenan, g bs bedakan mana benar mana salah, 2 bulan ga ada penjualan 0 besar sdgkan di tokped 2 bln udh 35 transaksi padahal jual barang sama harga sama , udh buang waktu buat pelapak"
Ziwa Yue,1,"Wah sekarang buka lapak katanya no ongkir.. Padahal ongkir paling mahal.. Jakarta ke jawa timur ongkir 32000, potong no ongkir cuma 5000 sementara biaya layanan hampir 20000 ,. Setelah cek 1 kali pesanan rata rata 50000 hanya buat ongkir dan biaya layanan.. Wahh.. Smoga buka lapak cepat kaya.."
Nadi Radiana,5,Waktu buka aplikasi ..Jangan kebanyakan popup iklan dong ....kita mau belanja bukan lihat iklan...
Wisnu Aryndra,5,Terimakasih barang pesanan saya sudah sampai dan Baranya bagus/puas dengan barangnya dan tepat waktu juga datangnya... terimakasih Bukalapak
Karma Jaya,5,Maksih buka lapak sangan senang dengan aplikasi ini semoga sukses sllu..mantap..
Suki Kato,5,Bukalapak ok bgt.. Blm pernh kecewa.. 👍utk bukalapak tlng seler yg tdk niat jualan mohon di tegor. Biar gk ad keterlambatan proses dan pengiriman.y
SURYA BIKE,2,"semakin lama bukan semakin baik sistemnya,saya cairkan dana gak bisa reset pasword sudah tapi tetap tidak bisa tolong dong diperbaiki sistemnya apa karena saya bukan super seller makanya dipersulit???masa harus buka lapor terus!!!"
Auliana Auliana,1,"gak karuan topup saldo dana malah di bekukan buka dompet nya,,tolong aktifkan kembali."
reza septiawan,4,"Kenapa nambah barang dan gak lebih dari 1 Kg, tapi pas diongkos kirim malah nambah 2x lipat. Padahal itungan di pengiriman nya kan itungan per 1 kg."
Benhard Siahaan,5,"Bukalapak, bisa diandalkan. Banyak bonusnya. Banyak pilihannya. Kalau bisa, ongkrim 100% di adakan ,seperti tetangga sebelah kita. Bukalapak jangan mau kalah. Maju,jaya terus"
Deden Faizal Hamnus,5,"Kenapa Bukalapak pay later akun saya tidak bisa digunakan atau dipakai sedangkan sisa pay later akun saya masih senilai Rp 447.000,- lagi, sudah beberapa kali mencoba untuk pembelian Pulsa dengan sistem pembayarannya dengan PayLater dari pihak Bukalapak selalu transaksiny dibatalkan terus. Pertanyaannya Kenapa dan Mengapa...???!!!??? Kedua Pertanyaanny, kenapa setiap login ke Keuangan Pinjaman, sudah beberapa kali mencoba selalu tidak bisa masuk sampai nunggu Louding 1 Jam tetep tidak bisa masuk"
Ahmad Darim,5,Bukalapak pancen sip..semoga tambah maju&klo bisa gratis ongkirnya itu dihruskan supaya banyak pembeli barang...
Rudi Apandi,4,"Bukalapak bagus bngt, dsini banyak barang bekas berkualitas dan ori Di jamin ga nyesel deh blNja d sni"
Yayan Heryanto,3,"Buka aplikasi ini ekstra lemot, butuh waktu beberapa menit Padahal chipset Handphone udah Snapdragon 720 dan koneksi internet juga sudah stabil Diperbaiki dong mas bro"
Suharmono Sudadi,5,Semoga Bukalapak lebih berjaya dan pelayanannya lebih ditingkatkan lagi biar bisa lebih bersaing dengan yang lain.
ardiansyah M,5,"Mantap buka lapak, klo bisa naikkan lagi limit paylater nya"
abu 19april18,5,Bukalapak bentar lagi bulan Ramadhan tiba.. Saya usul gimana kalau turnamen asyik di adakan lagi.. Tapi adakanlah secara fair play
Muhamad Arifin Zain,3,"Semakin kebelakang ko Bukalapak semakin ribet aplikasinya, chat dgn customer Bukalapak saja susah dan jika kelamaan nunggu no antrian, nutup sendiri secara sistem. Aplikasinya yg baru sekarang tdk ada terima barang yg sdh diterima yg bisa di klik, di tambah cek trecking pengirimannya juga sdh tidak ada."
