	informal	formal
11785	radicals	radikal
11786	radiohead	radio head
11787	raditia	raditya
11788	raffiahmad	raffi ahmad
11789	rag	raga
11790	raj	raja
11791	raja2	raja raja
11792	rcti	rajawali citra televisi indonesia
11793	rokaat	rakaat
11794	rakhin	rakhine
11795	raktat	rakyat
11796	rakyak	rakyat
11797	rayat	rakyat
11798	rakyatbersamafpi	rakyat bersama front pembela islam
11799	rakyatb3rsamajkw	rakyat bersama jokowi
11800	rakyatmaujokowi2019	rakyat mau jokowi 2019
11801	rmol	rakyat merdeka on line
11802	rakyatpintar	rakyat pintar
11803	rakyatn	rakyatnya
11804	ramadhan	ramadan
11805	ramasan	ramadan
11806	rmai	ramai
11807	ramai2	ramai ramai
11808	rame2nya	ramai ramainya
11809	ramenya	ramainya
11810	rapet	rapat
11811	rakercabsuâ	rapat kerja cabang khusus
11812	rakercabsus	rapat kerja cabang khusus
11813	rakor	rapat koordinasi
11814	rapimnas	rapat pimpinan nasional
11815	repeh	rapi
11816	rapihkan	rapikan
11817	rapiin	rapikan
11818	rasakeenn	rasakan
11819	rasanonosak	rasakan sampai
11820	rasanyaa	rasanya
11821	rasioanal	rasional
11822	rationalð	rasional
11823	rasulillah	rasulullah
11824	rasullah	rasulullah
11825	rato	rata
11826	rerata	rata rata
11827	rata2nya	rata ratanya
11828	rauff	rauf
11829	raub	raup
11830	rafen	raven
11831	rawa2	rawa rawa
11832	rawamamgun	rawamangun
11833	rawasaribagjadiri	rawasari bagja diri
11834	razakâ	razak
11835	rhu	razia hiburan umum
11836	raziff	razif
11837	reder	reader
11838	readyforindustry4	ready for industry 4
11839	rmfc	real madrid football club
11840	reality	realita
11841	realitinya	realitanya
11842	redbonssaverohingya	redbone save rohingya
11843	refrensi	referensi
11844	reflek	refleks
11845	reform	reformasi
11846	reforma	reformasi
11847	register40	register 40
11848	ragweda	regweda
11849	reklomasi	reklamasi
11850	reksadanasam	reksadana
11851	rdpu	reksadana pasar uang
11852	relain	relakan
11853	repdem	relawan pejuang demokrasi
11854	realava	relevan
11855	relijius	religius
11856	renpel	rempel
11857	remek	remuk
11858	remukan	remukkan
11859	rka	rencana kerja dan anggaran
11860	renfah	rendah
11861	rendeman	rendaman
11862	rendrasanusi	rendra sanusi
11863	renovate	renovasi
11864	refo	repo
11865	republic	republik
11866	ri1	republik indonesia 1
11867	ri2	republik indonesia 2
11868	req	request
11869	rese	resek
11870	recep	resep
11871	residence	residen
11872	resident	residen
11873	responden2	responden responden
11874	restar	restart
11875	restorannya	restoran
11876	restuin	restui
11877	resultjapan	result japan
11878	returnthekhilafah	return the khilafah
11879	retwet	retweet
11880	ritwit	retweet
11881	reuniz	reuni
11882	rejekine	rezekinya
11883	r3jim	rezim
11884	razim	rezim
11885	rezimrepresifantiislam	rezim represif anti islam
11886	riauð	riau
11887	rba	riba
11888	rbu	ribu
11889	ribu2	ribu ribu
11890	ribuut	ribut
11891	ribut2	ribut ribut
11892	ridho	rida
11893	ridhoi	ridai
11894	ridhuan	ridwan
11895	ridwal	ridwan
11896	ridwankamil	ridwan kamil
11897	rie	rien
11898	rilischarta	rilis charta
11899	rindhu	rindu
11900	rinduanismatta	rindu anis matta
11901	rindujabarjuara	rindu jawa barat juara
11902	rindujabarjuara1	rindu jawa barat juara 1
11903	rindujabarjuaranomor1	rindu jawa barat juara nomor 1
11904	rinduyang	rindu yang
11905	risetdansdmkp	riset dan sumber daya manusia kelautan dan perikanan
11906	resiko	risiko
11907	resikonya	risikonya
11908	resleting	ritsleting
11909	rijik	rizieq
11910	rizik	rizieq
11911	robet	robert
11912	robbi	robi
11913	robbie	robi
11914	robotbijak	robot bijak
11915	roc	rock
11916	rockygering	rocky gerung
11917	rohingnya	rohingya
11918	rohingyang	rohingya
11919	rohinya	rohingya
11920	rollercoaster	roller coaster
11921	rojak	rozak
11922	risha	rumah instan sederhana sehat
11923	relah	telah
11924	robah	ubah
11925	piral	viral
11926	qkwjw	wkwk
11927	qkwk	wkwk
11928	miinn	admin
11929	minmin	admin
11930	mentionan	berbalas mention
11931	moal	enggak
11932	millionaire	jutawan
11933	metu	keluar
11934	mistake	kesalahan
11935	mighty	kuat
11936	mkna	makna
11937	mkne	makna
11938	mls2an	malas malasan
11939	mmh	mama
11940	mmpu	mampu
11941	mnakah	manakah
11942	mnfaatnya	manfaatnya
11943	mntan	mantan
11944	mentab	mantap
11945	menungso	manusia
11946	mnusia	manusia
11947	mesih	masih
11948	mepo	meeting point
11949	mey	mei
11950	mlarang	melarang
11951	mlembabkn	melembabkan
11952	mlempemm	melempem
11953	mliat	melihat
11954	mlintir	melintir
11955	mlipirnya	melipirnya
11956	mlorot	melorot
11957	mlulu	melulu
11958	mlpakn	melupakan
11959	mengolok2	memaki
11960	mengatainya	memakinya
11961	mklumin	memaklumkan
11962	mnh	memanah
11963	mmbawa	membawa
11964	mmbntuk	membentuk
11965	mmbuat	membuat
11966	mmbuktikan	membuktikan
11967	mmbunuh	membunuh
11968	mmberantas	memebrantas
11969	mmcah	memecah
11970	menuh2in	memenuhi
11971	menuhin	memenuhi
11972	micingin	memicing
11973	mikiri	memikirkan
11974	mikirnya	memikirnya
11975	mmilih	memilih
11976	mmliki	memiliki
11977	minjam	meminjam
11978	mintain	memintakan
11979	mesantren	memondok di pesantren
11980	mmperhatikannya	memperhatikannya
11981	mmperingati	memperingati
11982	mnakuti	menakuti
11983	mnampakkan	menampakkan
11984	mnang	menang
11985	mnanti	menanti
11986	mncari	mencari
11987	mncuat	mencuat
11988	mncuci	mencuci
11989	mndptkan	mendapatkan
11990	mndkti	mendekati
11991	mndirikan	mendirikan
11992	mnrbitkan	menerbitkan
11993	menterjemahkan	menerjemahkan
11994	mentranslate	menerjemahkan
11995	mnerpa	menerpa
11996	menngacu	mengacu
11997	mngadu	mengadu
11998	mengapaninya	mengafaninya
11999	mengajari	mengajarkan
12000	mngajarkan	mengajarkan
12001	mngakses	mengakses
12002	mngalami	mengalami
12003	mengandun	mengandung
12004	mngangkat	mengangkat
12005	mengantrakan	mengantarkan
12006	mngapa	mengapa
12007	mengatas	mengatasi
12008	mengexpose	mengekspose
12009	menggelagarkan	mengelak
12010	mengkelola	mengelola
12011	mengelu2kan	mengelu elukan
12012	mngembalikan	mengembalikan
12013	mengenakkan	mengenakan
12014	mngerdilkan	mengerdilkan
12015	mngerjakan	mengerjakan
12016	mngetahui	mengetahui
12017	mnggambarkan	menggambarkan
12018	menggatikan	menggantikan
12019	mnggntung	menggantung
12020	menggap	menggapai
12021	mengembosi	menggembosi
12022	menggenapka	menggenapkan
12023	menggerakan	menggerakkan
12024	mengigit	menggigit
12025	mnggiring	menggiring
12026	mengoda	menggoda
12027	mengonggong	menggonggong
12028	menguggat	menggugat
12029	mengunakan	menggunakan
12030	mnggunakan	menggunakan
12031	mhalalkan	menghalalkan
12032	mnghalangi	menghalangi
12033	mnghapus	menghapus
12034	menghrpkan	mengharapkan
12035	menghampaskan	menghempaskan
12036	mnghentak2	menghentak hentak
12037	mnghentikan	menghentikan
12038	mengimbau	menghimbau
12039	menghinan	menghinanya
12040	menhindar	menghindar
12041	mengitung	menghitung
12042	mnghujat	menghujat
12043	mengikut	mengikuti
12044	mengintruksikan	menginstruksikan
12045	mengera	mengira
12046	mngkoreksi	mengkoreksi
12047	mengkriminilisisi	mengkriminalisasi
12048	mngkritisi	mengkritisi
12049	mengkonsumsi	mengonsumsi
12050	mengcounter	mengonter
12051	mengkoreksi	mengoreksi
12052	mengusak	menguak
12053	mngtkan	menguatkan
12054	merubah	mengubah
12055	mngusik	mengusik
12056	mngusir	mengusir
12057	mentiagakan	meniadakan
12058	meniqa	menikah
12059	meried	menikah
12060	merit	menikah
12061	menjudge	menilai
12062	menisbatkan	menisbahkan
12063	mnjabat	menjabat
12064	mnjbat	menjabat
12065	mjadi	menjadi
12066	mniadi	menjadi
12067	mnjadikn	menjadikan
12068	menjadikanâ	menjadikannya
12069	mjln	menjalankan
12070	menjalintoleransi	menjalin toleransi
12071	menjelek2	menjelek jelekan
12072	menjijikan	menjijikkan
12073	menjungjung	menjunjung
12074	menola	menolak
12075	menolakluka	menolak luka
12076	menolaklupa	menolak lupa
12077	mnton	menonton
12078	mensip	mensiv
12079	menstabilka	menstabilkan
12080	mens	menstruasi
12081	mentah2	mentah mentah
12082	mentalita	mentalitas
12083	mentaliti	mentalitas
12084	mentang2	mentang mentang
12085	mentei	menteri
12086	mentri	menteri
12087	menkumham	menteri hukum dan hak asasi manusia
12088	menkelautan	menteri kelautan
12089	menkes	menteri kesehatan
12090	menkominfo	menteri komunikasi dan informasi
12091	menlu	menteri luar negeri
12092	menteri2	menteri menteri
12093	menko	menteri perekonomian
12094	menhub	menteri perhubungan
12095	mensesneg	menteri sekretaris negara
12096	mensos	menteri sosial
12097	mentil2	mentil mentil
12098	mensyen	mention
12099	mention	mention
12100	mensen2	mention mention
12101	mensyennya	mentionnya
12102	mnuju	menuju
12103	menujuindonesiamaju	menuju indonesia maju
12104	menjukkan	menunjukkan
12105	menunjukan	menunjukkan
12106	mnurut	menurut
12107	mnrtku	menurutku
12108	menyak	menyakiti
12109	menyama2	menyamakan
12110	menyanju	menyanjung
12111	mnyapu	menyapu
12112	mnyebabkn	menyebabkan
12113	mnyebut	menyebut
12114	menyebutâ	menyebutnya
12115	menyejukan	menyejukkan
12116	menyelamatka	menyelamatkan
12117	menyelematkan	menyelamatkan
12118	mnyematkn	menyematkan
12119	menyenan	menyenangkan
12120	mengerjap	menyergap
12121	menyesalboviatwitter	menyesal boviat twitter
12122	mensiasati	menyiasati
12123	mnyimpang	menyimpang
12124	mensucikan	menyucikan
12125	mnyudutkan	menyudutkan
12126	mensukseskan	menyukseskan
12127	menyusahkn	menyusahkan
12128	mnyusahkanmu	menyusahkanmu
12129	menzhalimi	menzalimi
12130	merah2	merah merah
12131	merajalele	merajalela
12132	merampa	merampas
12133	mgerasa	merasa
12134	mesakno	merasakan
12135	merauk	meraup
12136	mercedez	mercedes
12137	mercy	mercedes
12138	merk	merek
12139	meremat	meremet
12140	merentas	meretas
12141	merong2	merong merong
12142	merupakanâ airport	merupakan bandara
12143	merosakkan	merusakkan
12144	mess	mes
12145	mesopotamian	mesopotamia
12146	messy	messi
12147	mesoom	mesum
12148	mesumm	mesum
12149	metodologis	metodologi
12150	mewh	mewah
12151	mewoh	mewah
12152	mewaiskan	mewariskan
12153	miâ	mia
12154	mikael	michael
12155	migraine	migrain
12156	milenia	milenial
12157	millenials	milenial
12158	milyarder	miliarder
12159	mlik	milik
12160	mine	milikku
12161	minggon	mingguan
12162	menimal	minimal
12163	minions	minion
12164	minoriti	minoritas
12165	minority	minoritas
12166	minorutas	minoritas
12167	minumkopiindonesia	minum kopi indonesia
12168	miras	minuman keras
12169	misi1	misi 1
12170	misix	misi 10
12171	misi4	misi 4
12172	misqin	miskin
12173	misqueen	miskin
12174	miskinmoralitascuihh	miskin moralitas cih
12175	mizan35	mizan 35
12176	mobel	mobil
12177	mobilmotor	mobil motor
12178	mobnas	mobil nasional
12179	mlai	mulai
12180	mereun	mungkin
12181	mngkn	mungkin
12182	mnet	music network
12183	mikiir	pikir
12184	mikirr	pikir
12185	mikirdaaingmah	pikir dulu dah gue mah
12186	milihh	pilih
12187	milih2	pilih pilih
12188	mid	tengah
12189	middle	tengah
12190	nhadeh	aduh
12191	nhadeuuh2	aduh aduh
12192	nhalah	alah
12193	nhlh	alah
12194	njeng	anjing
12195	njiieng	anjing
12196	njiing	anjing
12197	njing	anjing
12198	njingg	anjing
12199	njer	anjir
12200	ngmn	bagaimana
12201	npiye	bagaimana
12202	nngebah	bahas
12203	npbangunan	bangunan
12204	ngono	begitu
12205	ngegayaan	bergaya
12206	ngibadah	beribadah
12207	ngilmu	berilmu
12208	ngumpulnya	berkumpulnya
12209	ngutang	berutang
12210	nngutang	berutang
12211	nolelah	bolehlah
12212	nggakk	enggak
12213	nnga	enggak
12214	noopst	enggak
12215	nop	enggak
12216	nope	enggak
12217	ngpp	enggak apa apa
12218	nntah	entah
12219	nntar	entar
12220	ngeblek	geblek
12221	ngr	gede rasa
12222	ngejala	gejala
12223	ngembrot	gembrot
12224	ngerakan	gerakan
12225	ngilaa	gila
12226	ngilee	gila
12227	ngiliran	giliran
12228	ngimanapun	gimanapun
12229	ngirls	girls
12230	ngitu	gitu
12231	ngoblok	goblok
12232	nguoblokk	goblok
12233	ngolongan	golongan
12234	ngua	gua
12235	ngue	gue
12236	ngw	gue
12237	nhabis	habis
12238	nhadiahnya	hadiahnya
12239	ngeeooahahahaa	haha
12240	ngeooaahahahaa	haha
12241	ngoaahahaa	haha
12242	ngoahaha	haha
12243	ngoahahah	haha
12244	ngoahahaha	haha
12245	ngooaahahaa	haha
12246	nhaha	haha
12247	nhahaha	haha
12248	nhahahaha	haha
12249	nngahahahaha	haha
12250	nngiahahaha	haha
12251	nhaji	haji
12252	nhalo	halo
12253	nhancur	hancur
12254	nhp	handphone
12255	nhanya	hanya
12256	nharga	harga
12257	nhari	hari
12258	nharus	harus
12259	nhrs	harus
12260	nkudu	harus
12261	nhasilnya	hasilnya
12262	nhassle	hassle
12263	nhati2	hati hati
12264	nhatiku	hatiku
12265	nhe	he
12266	nheath	heath
12267	nhehe	hehe
12268	nheheh	hehe
12269	nhmm	hem
12270	nhendardi	hendardi
12271	nherba	herba
12272	nhidup	hidup
12273	nhijab	hijab
12274	nhilang	hilang
12275	nhimmler	himmler
12276	nhina	hina
12277	nhindu	hindu
12278	nhaihh	his
12279	nhiks	his
12280	nhonda	honda
12281	nhongkong	hongkong
12282	nhubungan	hubungan
12283	nhuft	huft
12284	nhumanit	humanit
12285	niblis	iblis
12286	nidiot	idiot
12287	niyuh	ih
12288	nikut	ikut
12289	nimpor	impor
12290	nindie	indie
12291	nindo	indonesia
12292	ninfrstruktur	infrastruktur
12293	ningat	ingat
12294	ninggris	inggris
12295	ngin	ingin
12296	ningin	ingin
12297	npengen	ingin
12298	ninidaritadi	ini dari tadi
12299	ninilah	inilah
12300	ninnalillah	innalillah
12301	nintinya	intinya
12302	nislam	islam
12303	nistighfar	istigfar
12304	nistilah	istilah
12305	nitu	itu
12306	nntu	itu
12307	noh	itu
12308	nitulah	itulah
12309	nggih	iya
12310	niya	iya
12311	niyain	iyakan
12312	njadi	jadi
12313	njd	jadi
12314	njdi	jadi
12315	njahat	jahat
12316	njaka	jaka
12317	njalan	jalan
12318	njames	james
12319	njamu	jamu
12320	njancuk	jancuk
12321	njangan	jangan
12322	njgn	jangan
12323	njngn	jangan
12324	njangan2	jangan jangan
12325	njangankan	jangankan
12326	njanganlah	janganlah
12327	njaancuuk	janjuk
12328	njarah	jarah
12329	njarang	jarang
12330	njaringan	jaringan
12331	njauh	jauh
12332	njejaku	jejakku
12333	njika	jika
12334	njilat	jilat
12335	njin	jin
12336	njlentrek	jlentrek
12337	njokowi	jokowi
12338	njolodong	jolodong
12339	njual	jual
12340	njuara	juara
12341	njudulnya	judulnya
12342	njamping	jumping
12343	njunior	junior
12344	nkaca	kaca
12345	nkacung	kacung
12346	nkadang	kadang
12347	nkak	kakak
12348	nkalahe	kalahnya
12349	nkalajengkin	kalajengking
12350	nkalau	kalau
12351	nkalo	kalau
12352	nklau	kalau
12353	nklo	kalau
12354	nklu	kalau
12355	nklw	kalau
12356	nkalopun	kalaupun
12357	nkaleng	kaleng
12358	nkalian	kalian
12359	nkalianlah	kalianlah
12360	nkami	kami
12361	nkmi	kami
12362	nkamis	kamis
12363	nkampret	kampret
12364	nkampung	kampung
12365	nkampungan	kampungan
12366	nkampus	kampus
12367	nkampus2	kampus kampus
12368	nkamu	kamu
12369	nkmu	kamu
12370	nkoe	kamu
12371	nlu	kamu
12372	nkan	kan
12373	nkandang	kandang
12374	ngents	kangen
12375	nkapan	kapan
12376	nkpk	kapok
12377	nkapur	kapur
12378	nkarena	karena
12379	nkarenaa	karena
12380	nkarna	karena
12381	nkrn	karena
12382	nkasih	kasih
12383	nkata	kata
12384	nkatholik	katolik
12385	nkao	kau
12386	nkau	kau
12387	nkaum	kaum
12388	nkaya	kaya
12389	nkayak	kayak
12390	nkek	kayak
12391	nkayaknya	kayaknya
12392	nke	ke
12393	nkeluar	ke luar
12394	nkluar	ke luar
12395	nkearifan	kearifan
12396	nkakean	kebanyakan
12397	nkecuali	kecuali
12398	nkeduanya	keduanya
12399	nkeela	keela
12400	nkehabisan	kehabisan
12401	nkeimanan	keimanan
12402	nkeith	keith
12403	nkejam	kejam
12404	nkekufuran	kekufuran
12405	nkelakuan	kelakuan
12406	nkelakuanmu	kelakuanmu
12407	nkelas	kelas
12408	nkaton	kelihatan
12409	nkelompok	kelompok
12410	nkeluaran	keluaran
12411	nkemaren	kemarin
12412	nkemarin	kemarin
12413	nkmrm	kemarin
12414	nkementerian	kementerian
12415	nkemungkinan	kemungkinan
12416	ngopo	kenapa
12417	nknp	kenapa
12418	nknpa	kenapa
12419	npa	kenapa
12420	nkentutnya	kentutnya
12421	nkepada	kepada
12422	nkepala	kepala
12423	nkpl	kepala
12424	nkepala8	kepala 8
12425	nkeparat	keparat
12426	nkpentingan	kepentingan
12427	nkepercayaan	kepercayaan
12428	nkeren	keren
12429	nkerja3x	kerja kerja kerja
12430	nketakutan	ketakutan
12431	nketika	ketika
12432	nketololan	ketololan
12433	nketua	ketua
12434	nketurunan	keturunan
12435	nkiara	kiara
12436	nkidung	kidung
12437	nkirain	kirain
12438	nkish	kish
12439	nkita	kita
12440	nkitanya	kitanya
12441	nklop	klop
12442	nkok	kok
12443	nkomen	komen
12444	nkomentar	komentar
12445	nkomunis	komunis
12446	nkntl	kontol
12447	nkontrak	kontrak
12448	nkop	kop
12449	nkop1	kopi
12450	nkorban	korban
12451	nkorupsi	korupsi
12452	nkoruptor	koruptor
12453	nkristen	kristen
12454	nkritik	kritik
12455	nku	ku
12456	nkualitasnya	kualitasnya
12457	nkulit	kulit
12458	nkuning	kuning
12459	ngocol	kurang ajar
12460	nlagi	lagi
12461	nlg	lagi
12462	nlgi	lagi
12463	nlah	lah
12464	nlha	lah
12465	nlahir	lahir
12466	nlaki	laki
12467	nlalu	lalu
12468	nlambat	lambat
12469	nlanjut	lanjut
12470	nlol	laugh out loud
12471	nlebih	lebih
12472	nlembaran	lembaran
12473	nlemparin	lemparkan
12474	nlet	let
12475	nlgbt	lgbt
12476	nliberal	liberal
12477	nlintah	lintah
12478	nlips	lips
12479	nlistrik	listrik
12480	nlo	lo
12481	nlogikaku	logikaku
12482	nlogikanya	logikanya
12483	nlong	long
12484	nlow	low
12485	nmaaf	maaf
12486	nmaap	maaf
12487	nnb	maaf baru balas
12488	nmabuk	mabuk
12489	nmacau	macau
12490	nmain	main
12491	nmaju	maju
12492	nmak	mak
12493	nmaka	maka
12494	nmakan	makan
12495	nmakane	makanya
12496	nmakanya	makanya
12497	nmaki	maki
12498	nmakin	makin
12499	nmaksud	maksud
12500	nmkst	maksud
12501	nmaksudnya	maksudnya
12502	nmksdnya	maksudnya
12503	nmalah	malah
12504	nmlh	malah
12505	nr	malam romantis
12506	nmalu	malu
12507	nmama	mama
12508	nmami	mami
12509	nmampus	mampus
12510	nmampuss	mampus
12511	nmana	mana
12512	nmandela	mandela
12513	nmantap	mantap
12514	nmantrraaf	mantap
12515	nmanusia	manusia
12516	ngegas	marah
12517	nngegas	marah
12518	nmarga	marga
12519	nmarie	marie
12520	nmasa	masa
12521	nmadesu	masa depan suram
12522	nmasa2	masa masa
12523	nmasalah	masalah
12524	nmasalahnya	masalahnya
12525	nmasih	masih
12526	nmasuk	masuk
12527	nmasuknya	masuknya
12528	nmata	mata
12529	nmatamu	matamu
12530	nmatane	matanya
12531	nmati	mati
12532	nmau	mau
12533	nmaw	mau
12534	nmo	mau
12535	nmw	mau
12536	nmawar	mawar
12537	nmayoritas	mayoritas
12538	nme	me
12539	nmeeting	meeting
12540	ngeladeni	meladeni
12541	ngeladenin	meladeni
12542	ngladeni	meladeni
12543	ngelakui	melakukan
12544	ngelancarin	melancarkan
12545	ngelanggar	melanggar
12546	ngelantur	melantur
12547	ngelatur	melantur
12548	ngelayanin	melayani
12549	nmelayu	melayu
12550	ngelebarin	melebarkan
12551	ngeledekin	meledeki
12552	ngledekin	meledeki
12553	nmelek	melek
12554	nmelihat	melihat
12555	ngeliatnye	melihatnya
12556	ngliatnya	melihatnya
12557	ngelidur	melindur
12558	ngelolosin	meloloskan
12559	ngetiktok	memainkan tik tok
12560	nmake	memakai
12561	nmemang	memang
12562	ngepatenin	mematenkan
12563	ngebacanya	membacanya
12564	ngeshare	membagikan
12565	ngebahas	membahas
12566	ngebaik	membaik
12567	ngebandingin	membandingkan
12568	ngebangkang	membangkang
12569	ngebantai	membantai
12570	ngebatalin	membatalkan
12571	nggowo	membawa
12572	nmembawa	membawa
12573	ngebayang	membayang
12574	ngebayangin	membayangkan
12575	nmembela	membela
12576	ngebelai	membelai
12577	ngebenerin	membenarkan
12578	ngide	memberi ide
12579	ngobrolin	membicarakan
12580	ngomonginnya	membicarakan
12581	ngebodohin	membodohi
12582	ngebuang	membuang
12583	ngebunuh	membunuh
12584	nmeme	meme
12585	nmemek	memek
12586	nmikirin	memikirkan
12587	ngebagus2in	memperbagus
12588	nmemperhatikan	memperhatikan
12589	nmempunyai	mempunyai
12590	ngetag	menandai
12591	nnangis	menangis
12592	ngedance	menari
12593	nmenarilah	menarilah
12594	ngedancenya	menarinya
12595	nnyaleg	mencalonkan legislatif
12596	ngeblend	mencampur
12597	nnyari	mencari
12598	nmencatat	mencatat
12599	nmencerca	mencerca
12600	ngecopros	mencerocos
12601	ngeprint	mencetak
12602	nmendalami	mendalami
12603	ngedeketin	mendekati
12604	nmendengar	mendengar
